confidence,historical_var,parametric_var,monte_carlo_var,expected_shortfall
0.95,0.013080384160999653,0.014445296065098517,0.014565492264204614,0.019232558369487392
0.99,0.020474827924053567,0.020516097288714168,0.02066899203104582,0.03321998973953132
